Catalyst,Ratio of CH4 in Feed,Reaction Temperature,Ni Loading,Reaction Time,Pore Size,Pore Volume,Surface Area,H2-TPR Peak Temperature,Ni Particle Size,Ni Dispersion,Modifier Electronegativity,GHSV,CH4 Conversion,CO2 Conversion,Syngas_Ratio,Paper no.
5%Ni-MgO-Al2O3,0.5000,600.0000,5.0000,0.5000,8.0500,0.3900,193.0000,857.0000,9.3800,,0.0000,18000.0000,36.6000,46.1000,0.7600,2017-147
5%Ni-MgO-Al2O3,0.5000,650.0000,5.0000,0.5000,8.0500,0.3900,193.0000,857.0000,9.3800,,0.0000,18000.0000,52.0000,64.4000,0.8300,2017-147
5%Ni-MgO-Al2O3,0.5000,700.0000,5.0000,0.5000,8.0500,0.3900,193.0000,857.0000,9.3800,,0.0000,18000.0000,66.0000,76.4000,0.8800,2017-147
7.5%Ni-MgO-Al2O3,0.5000,550.0000,7.5000,0.5000,7.5200,0.3700,195.0000,826.0000,8.9800,,0.0000,18000.0000,24.3000,29.5000,0.7100,2017-147
7.5%Ni-MgO-Al2O3,0.5000,600.0000,7.5000,0.5000,7.5200,0.3700,195.0000,826.0000,8.9800,,0.0000,18000.0000,38.0000,47.2000,0.7800,2017-147
7.5%Ni-MgO-Al2O3,0.5000,650.0000,7.5000,0.5000,7.5200,0.3700,195.0000,826.0000,8.9800,,0.0000,18000.0000,52.5000,64.6000,0.8400,2017-147
7.5%Ni-MgO-Al2O3,0.5000,700.0000,7.5000,0.5000,7.5200,0.3700,195.0000,826.0000,8.9800,,0.0000,18000.0000,67.0000,77.2000,0.8800,2017-147
10%Ni-MgO-Al2O3,0.5000,550.0000,10.0000,0.5000,7.9400,0.3700,186.0000,829.0000,9.1300,,0.0000,18000.0000,26.0000,29.7000,0.7600,2017-147
10%Ni-MgO-Al2O3,0.5000,600.0000,10.0000,0.5000,7.9400,0.3700,186.0000,829.0000,9.1300,,0.0000,18000.0000,38.5000,48.5000,0.8300,2017-147
10%Ni-MgO-Al2O3,0.5000,650.0000,10.0000,0.5000,7.9400,0.3700,186.0000,829.0000,9.1300,,0.0000,18000.0000,53.7000,63.8000,0.8800,2017-147
10%Ni-MgO-Al2O3,0.5000,700.0000,10.0000,0.5000,7.9400,0.3700,186.0000,829.0000,9.1300,,0.0000,18000.0000,68.6000,78.2000,0.9000,2017-147
12.5%Ni-MgO-Al2O3,0.5000,550.0000,12.5000,0.5000,7.4100,0.3500,189.0000,841.0000,8.7000,,0.0000,18000.0000,25.2000,28.7000,0.7800,2017-147
12.5%Ni-MgO-Al2O3,0.5000,600.0000,12.5000,0.5000,7.4100,0.3500,189.0000,841.0000,8.7000,,0.0000,18000.0000,39.7000,47.2000,0.9000,2017-147
12.5%Ni-MgO-Al2O3,0.5000,650.0000,12.5000,0.5000,7.4100,0.3500,189.0000,841.0000,8.7000,,0.0000,18000.0000,55.6000,65.4000,0.9000,2017-147
12.5%Ni-MgO-Al2O3,0.5000,700.0000,12.5000,0.5000,7.4100,0.3500,189.0000,841.0000,8.7000,,0.0000,18000.0000,70.5000,78.9000,0.9200,2017-147
12.5%Ni-MgO-Al2O3,0.3300,700.0000,12.5000,0.5000,7.4100,0.3500,189.0000,841.0000,8.7000,,0.0000,18000.0000,90.2000,63.1000,0.7600,2017-147
12.5%Ni-MgO-Al2O3,0.2500,700.0000,12.5000,0.5000,7.4100,0.3500,189.0000,841.0000,8.7000,,0.0000,18000.0000,98.2000,52.8000,0.6300,2017-147
15%Ni-MgO-Al2O3,0.5000,550.0000,15.0000,0.5000,7.4800,0.3500,187.0000,829.0000,8.5700,,0.0000,18000.0000,28.0000,29.0000,0.8500,2017-147
15%Ni-MgO-Al2O3,0.5000,600.0000,15.0000,0.5000,7.4800,0.3500,187.0000,829.0000,8.5700,,0.0000,18000.0000,42.5000,47.9000,0.9200,2017-147
15%Ni-MgO-Al2O3,0.5000,650.0000,15.0000,0.5000,7.4800,0.3500,187.0000,829.0000,8.5700,,0.0000,18000.0000,59.4000,66.2000,0.9300,2017-147
15%Ni-MgO-Al2O3,0.5000,700.0000,15.0000,0.5000,7.4800,0.3500,187.0000,829.0000,8.5700,,0.0000,18000.0000,72.6000,81.0000,0.9400,2017-147
12Ni/Al2O3-EISA,0.5000,800.0000,11.9000,20.0000,8.5300,0.6700,188.0000,800.0000,15.6000,77.0000,0.0000,72000.0000,89.0000,91.0000,,2015-12
12Ni/Al2O3-IMP,0.5000,800.0000,11.7000,20.0000,12.6000,0.3700,56.0000,800.0000,24.5000,43.0000,0.0000,72000.0000,57.0000,71.0000,,2015-12
12Ni/Al2O3-EISA,0.5000,800.0000,11.9000,80.0000,8.5300,0.6700,188.0000,800.0000,18.3000,69.0000,0.0000,72000.0000,89.0000,89.1000,,2015-12
Ni(10)/CZ,0.5000,550.0000,10.0000,5.0000,10.5000,0.2200,83.0000,800.0000,1.8400,,0.0000,20000.0000,38.6000,37.7000,1.0000,2015-19
Ni/La2Zr2O7–C,0.5000,800.0000,6.0000,10.0000,15.7000,0.0560,8.6000,356.0000,10.7000,,0.0000,36000.0000,59.3200,73.2600,0.8600,2015-61
Ni/La2Zr2O7–H2P–C,0.5000,800.0000,6.0000,10.0000,14.2000,0.0350,5.5000,365.0000,7.7000,,0.0000,36000.0000,59.7300,79.5800,0.9100,2015-61
Ni/La2Zr2O7–ArP–C,0.5000,800.0000,6.0000,10.0000,15.9000,0.0420,5.8000,351.0000,8.8000,,0.0000,36000.0000,62.5200,76.6300,0.8700,2015-61
Ni/La2Zr2O7–C–H2P,0.5000,800.0000,6.0000,10.0000,14.7000,0.0370,4.1000,363.0000,11.1000,,0.0000,36000.0000,65.7200,74.2100,0.8600,2015-61
Ni/La2Zr2O7–C–ArP,0.5000,800.0000,6.0000,10.0000,14.1000,0.0360,5.9000,354.0000,7.7000,,0.0000,36000.0000,67.5800,78.8400,0.8900,2015-61
Ni–ZrO2-CR-10,0.5000,750.0000,15.0000,10.0000,5.0000,0.3100,193.0000,662.0000,7.3000,6.8000,0.0000,24000.0000,53.6600,59.9700,,2015-75
Ni–ZrO2-CR-15,0.5000,750.0000,15.0000,10.0000,5.6000,0.3700,203.0000,672.0000,7.2000,7.0000,0.0000,24000.0000,93.9000,96.7900,,2015-75
Ni–ZrO2-CR-20,0.5000,750.0000,15.0000,10.0000,5.2000,0.3500,221.0000,690.0000,12.4000,5.5000,0.0000,24000.0000,92.6800,95.1000,,2015-75
Ni–ZrO2-CR-25,0.5000,750.0000,15.0000,10.0000,5.2000,0.3500,202.0000,700.0000,13.2000,4.8000,0.0000,24000.0000,86.3400,91.4400,,2015-75
Ni–ZrO2-C,0.5000,750.0000,15.0000,10.0000,9.3000,0.1600,53.0000,514.0000,15.3000,6.6000,0.0000,24000.0000,54.1100,61.8200,,2015-75
Ni–ZrO2-IMP,0.5000,750.0000,15.0000,10.0000,8.0000,0.2300,96.0000,579.0000,15.5000,6.2000,0.0000,24000.0000,69.9100,77.3000,,2015-75
Ni–ZrO2-CR-15,0.5000,700.0000,15.0000,80.0000,5.6000,0.3700,203.0000,672.0000,7.2000,7.0000,0.0000,24000.0000,85.0000,88.0000,0.9400,2015-75
CP,0.4000,600.0000,9.4000,5.0000,17.0000,1.1430,285.0000,817.0000,22.6000,2.9000,0.0000,90000.0000,31.0000,43.0000,0.7400,2015-110
WI,0.4000,600.0000,10.0000,5.0000,9.8000,0.7200,200.0000,817.0000,11.1000,5.9000,0.0000,90000.0000,23.0000,32.0000,0.7000,2015-110
CA,0.4000,600.0000,10.7000,5.0000,4.0000,0.1360,135.0000,869.0000,5.8000,11.4000,0.0000,90000.0000,26.0000,38.0000,0.6940,2015-110
CP,0.4000,650.0000,9.4000,5.0000,17.0000,1.1430,285.0000,817.0000,22.6000,2.9000,0.0000,90000.0000,42.0000,55.0000,0.7700,2015-110
WI,0.4000,650.0000,10.0000,5.0000,9.8000,0.7200,200.0000,817.0000,11.1000,5.9000,0.0000,90000.0000,30.0000,42.0000,0.7200,2015-110
CA,0.4000,650.0000,10.7000,5.0000,4.0000,0.1360,135.0000,869.0000,5.8000,11.4000,0.0000,90000.0000,36.0000,49.0000,0.7300,2015-110
CP,0.4000,700.0000,9.4000,5.0000,17.0000,1.1430,285.0000,817.0000,22.6000,2.9000,0.0000,90000.0000,54.0000,66.0000,0.8100,2015-110
WI,0.4000,700.0000,10.0000,5.0000,9.8000,0.7200,200.0000,817.0000,11.1000,5.9000,0.0000,90000.0000,39.0000,53.0000,0.7700,2015-110
CA,0.4000,700.0000,10.7000,5.0000,4.0000,0.1360,135.0000,869.0000,5.8000,11.4000,0.0000,90000.0000,52.0000,55.0000,0.7440,2015-110
CP,0.4000,750.0000,9.4000,5.0000,17.0000,1.1430,285.0000,817.0000,22.6000,2.9000,0.0000,90000.0000,65.0000,77.0000,0.8500,2015-110
WI,0.4000,750.0000,10.0000,5.0000,9.8000,0.7200,200.0000,817.0000,11.1000,5.9000,0.0000,90000.0000,46.0000,60.0000,0.7850,2015-110
CA,0.4000,750.0000,10.7000,5.0000,4.0000,0.1360,135.0000,869.0000,5.8000,11.4000,0.0000,90000.0000,54.0000,67.0000,0.7960,2015-110
CP,0.4000,800.0000,9.4000,5.0000,17.0000,1.1430,285.0000,817.0000,22.6000,2.9000,0.0000,90000.0000,74.0000,85.0000,0.8900,2015-110
WI,0.4000,800.0000,10.0000,5.0000,9.8000,0.7200,200.0000,817.0000,11.1000,5.9000,0.0000,90000.0000,53.0000,65.0000,0.8000,2015-110
CA,0.4000,800.0000,10.7000,5.0000,4.0000,0.1360,135.0000,869.0000,5.8000,11.4000,0.0000,90000.0000,69.0000,80.0000,0.8630,2015-110
5%Ni/0%KF–Al2O3,0.5000,700.0000,5.0000,65.0000,7.1000,0.2200,125.4000,511.0000,10.3000,,0.0000,30000.0000,72.0000,67.0000,,2016-4
5%Ni/1%KF–Al2O3,0.5000,700.0000,5.0000,65.0000,11.3000,0.2200,76.7000,511.0000,7.9000,,0.0000,30000.0000,56.0000,56.0000,,2016-4
5%Ni/5%KF–Al2O3,0.5000,700.0000,5.0000,65.0000,9.9000,0.2000,81.3000,511.0000,6.1000,,0.0000,30000.0000,58.0000,65.0000,,2016-4
5%Ni/10%KF–Al2O3,0.5000,700.0000,5.0000,65.0000,13.7000,0.0300,8.7000,593.0000,18.9000,,0.0000,30000.0000,67.0000,59.0000,,2016-4
Ni/MgO,0.4900,650.0000,10.0000,10.0000,6.6000,0.2100,38.8000,800.0000,1.8000,,0.0000,60000.0000,7.6000,22.0000,0.6500,2016-6
Ni/MgO-Al2O3(8%),0.4900,650.0000,10.0000,10.0000,6.4000,0.3600,50.4700,800.0000,1.7000,,0.0000,60000.0000,27.1000,40.1000,0.6270,2016-6
Ni/MgO-Al2O3(11%),0.4900,650.0000,10.0000,10.0000,5.6000,0.3500,117.3000,800.0000,1.7000,,0.0000,60000.0000,40.0000,52.5000,0.6390,2016-6
Ni/MgO-Al2O3(15%),0.4900,650.0000,10.0000,10.0000,3.8000,0.2800,135.5000,800.0000,1.4000,,0.0000,60000.0000,52.8000,63.6700,0.7000,2016-6
Ni/MgO-Al2O3(30%),0.4900,650.0000,10.0000,10.0000,3.3000,0.3400,149.2000,800.0000,1.5000,,0.0000,60000.0000,36.8000,45.1000,0.7200,2016-6
Ni/MgO-Al2O3(45%),0.4900,650.0000,10.0000,10.0000,3.4000,0.4500,161.7000,800.0000,1.7000,,0.0000,60000.0000,29.0000,36.6700,0.6550,2016-6
Ce0.8Pr0.2O2,0.2000,750.0000,5.0000,25.0000,11.5000,0.0390,11.0000,700.0000,2.8000,,0.0000,30000.0000,73.0000,82.0000,0.9900,2016-22
Ce0.5Pr0.5O2,0.2000,750.0000,5.0000,25.0000,16.7000,0.0720,10.0000,700.0000,3.2000,,0.0000,30000.0000,65.0000,76.0000,0.9000,2016-22
Ce0.35Pr0.65O2,0.2000,750.0000,5.0000,25.0000,22.4000,0.0560,9.0000,700.0000,3.0000,,0.0000,30000.0000,62.0000,75.0000,0.8000,2016-22
Ce0.2Pr0.8O2,0.2000,750.0000,5.0000,25.0000,22.3000,0.0350,5.0000,700.0000,3.7000,,0.0000,30000.0000,42.0000,57.0000,0.7000,2016-22
NiCu0-LDO,0.5000,700.0000,10.0000,80.0000,16.6000,0.3400,80.0000,400.0000,9.8000,,0.0000,24000.0000,63.0000,65.0000,,2016-27
Ni/Al2O3–F,0.5000,700.0000,10.0000,5.0000,2.0500,0.1600,99.7000,800.0000,3.4000,,0.0000,48000.0000,54.0000,70.0000,0.8500,2016-35
HMA@Ni/SBA-15,0.4800,750.0000,10.5200,6.0000,6.1000,0.9800,563.0000,599.0000,4.7000,2.0000,0.0000,100000.0000,76.0000,86.0000,0.7500,2016-44
Ni/SBA-15,0.4800,750.0000,12.7200,6.0000,6.5000,0.9300,574.0000,469.0000,7.1000,0.5000,0.0000,100000.0000,66.0000,68.0000,0.7800,2016-44
Ni/MCeZrc,0.5000,700.0000,7.0000,45.0000,5.6170,0.1760,71.6950,500.0000,9.9000,,0.0000,15000.0000,62.0000,75.0000,0.7270,2016-74
Ni/Si-MCeZr−0.05c,0.5000,700.0000,7.0000,45.0000,4.8950,0.2020,96.8470,500.0000,8.4000,,0.0000,15000.0000,74.0000,83.0000,0.7800,2016-74
Ni/Si-MCeZr−0.15c,0.5000,700.0000,7.0000,45.0000,4.8970,0.1730,97.4100,500.0000,7.3000,,0.0000,15000.0000,79.0000,85.0000,0.7700,2016-74
Ni/Si-MCeZr−0.25c,0.5000,700.0000,7.0000,45.0000,5.6140,0.1970,114.0590,500.0000,7.2000,,0.0000,15000.0000,80.0000,85.0000,0.7900,2016-74
Ni/Si-MCeZr−0.40c,0.5000,700.0000,7.0000,45.0000,0.6300,0.2600,144.3570,510.0000,6.0000,,0.0000,15000.0000,75.0000,80.0000,0.7800,2016-74
0.05 g/g (5 mass %) Ni/Al2O3,0.5000,700.0000,5.0000,4.2000,6.2000,0.6300,293.9000,640.0000,5.1000,,0.0000,18000.0000,44.0000,,,2016-76
0.075 g/g (7.5 mass %) Ni/Al2O3,0.5000,700.0000,7.5000,4.2000,6.6000,0.5600,252.4000,640.0000,5.3000,,0.0000,18000.0000,53.0000,,,2016-76
0.1 g/g (10 mass %) Ni/Al2O3,0.5000,700.0000,10.0000,4.2000,6.2000,0.6200,290.2000,690.0000,5.4000,,0.0000,18000.0000,53.0000,,,2016-76
Nisingle bondCe/Al2O3-500,0.1600,700.0000,11.0000,12.0000,4.0000,0.2964,214.0000,675.0000,5.0000,,1.1200,300000.0000,86.9000,89.9000,,2016-78
Nisingle bondCe/Al2O3-600,0.1600,750.0000,11.0000,12.0000,4.4000,0.3004,202.0000,727.0000,7.0000,,1.1200,300000.0000,85.4000,89.0000,,2016-78
Nisingle bondCe/Al2O3-750,0.1600,750.0000,11.0000,12.0000,5.1000,0.3049,167.0000,750.0000,9.5000,,1.1200,300000.0000,82.2000,86.4000,,2016-78
Nisingle bondCe/Al2O3-900,0.1600,750.0000,11.0000,12.0000,7.2000,0.3033,114.0000,750.0000,12.0000,,1.1200,300000.0000,77.1000,82.9000,,2016-78
Nisingle bondCe/Al2O3-1000,0.1600,750.0000,11.0000,12.0000,11.0000,0.3011,70.0000,750.0000,25.0000,,1.1200,300000.0000,74.5000,80.8000,,2016-78
5 wt%Ni/Ce0.8Pr0.2O2,0.2000,550.0000,5.0000,1.0000,11.5000,0.0390,10.9000,700.0000,28.7000,3.5000,0.0000,30000.0000,14.3000,19.0000,0.4400,2016-135
5 wt%Ni/Ce0.8Pr0.2O2,0.2000,600.0000,5.0000,1.0000,11.5000,0.0390,10.9000,700.0000,28.7000,3.5000,0.0000,30000.0000,27.7000,35.4000,0.5800,2016-135
5 wt%Ni/Ce0.8Pr0.2O2,0.2000,650.0000,5.0000,1.0000,11.5000,0.0390,10.9000,700.0000,28.7000,3.5000,0.0000,30000.0000,44.6000,57.8000,0.8200,2016-135
5 wt%Ni/Ce0.8Pr0.2O2,0.2000,700.0000,5.0000,1.0000,11.5000,0.0390,10.9000,700.0000,28.7000,3.5000,0.0000,30000.0000,61.6000,72.7000,1.1000,2016-135
5 wt%Ni/Ce0.8Pr0.2O2,0.2000,750.0000,5.0000,1.0000,11.5000,0.0390,10.9000,700.0000,28.7000,3.5000,0.0000,30000.0000,71.5000,83.4000,1.2000,2016-135
5 wt%Ni/Ce0.8Zr0.2O2,0.2000,550.0000,5.0000,1.0000,8.0000,0.0570,22.0000,700.0000,14.4000,6.5000,0.0000,30000.0000,9.3000,17.0000,0.4000,2016-135
5 wt%Ni/Ce0.8Zr0.2O2,0.2000,600.0000,5.0000,1.0000,8.0000,0.0570,22.0000,700.0000,14.4000,6.5000,0.0000,30000.0000,25.7000,32.7000,0.5700,2016-135
5 wt%Ni/Ce0.8Zr0.2O2,0.2000,650.0000,5.0000,1.0000,8.0000,0.0570,22.0000,700.0000,14.4000,6.5000,0.0000,30000.0000,41.5000,48.0000,0.7500,2016-135
5 wt%Ni/Ce0.8Zr0.2O2,0.2000,700.0000,5.0000,1.0000,8.0000,0.0570,22.0000,700.0000,14.4000,6.5000,0.0000,30000.0000,55.7000,65.8000,0.8600,2016-135
5 wt%Ni/Ce0.8Zr0.2O2,0.2000,750.0000,5.0000,1.0000,8.0000,0.0570,22.0000,700.0000,14.4000,6.5000,0.0000,30000.0000,67.9000,77.2000,0.9500,2016-135
5 wt%Ni/Ce0.5Zr0.5O2,0.2000,550.0000,5.0000,1.0000,5.5000,0.0310,16.1000,700.0000,14.8000,6.2000,0.0000,30000.0000,3.1000,11.9000,0.2800,2016-135
5 wt%Ni/Ce0.5Zr0.5O2,0.2000,600.0000,5.0000,1.0000,5.5000,0.0310,16.1000,700.0000,14.8000,6.2000,0.0000,30000.0000,14.5000,16.5000,0.3600,2016-135
5 wt%Ni/Ce0.5Zr0.5O2,0.2000,650.0000,5.0000,1.0000,5.5000,0.0310,16.1000,700.0000,14.8000,6.2000,0.0000,30000.0000,20.7000,21.8000,0.3800,2016-135
5 wt%Ni/Ce0.5Zr0.5O2,0.2000,700.0000,5.0000,1.0000,5.5000,0.0310,16.1000,700.0000,14.8000,6.2000,0.0000,30000.0000,14.7000,23.4000,0.3300,2016-135
5 wt%Ni/Ce0.5Zr0.5O2,0.2000,750.0000,5.0000,1.0000,5.5000,0.0310,16.1000,700.0000,14.8000,6.2000,0.0000,30000.0000,19.7000,26.1000,0.3200,2016-135
5 wt% Ni/Ce0.8Pr0.2O2,0.2000,550.0000,5.0000,50.0000,11.5000,0.0390,10.9000,700.0000,28.7000,3.5000,0.0000,30000.0000,13.0000,19.0000,,2016-135
5 wt% Ni/Ce0.8Pr0.2O2,0.2000,750.0000,5.0000,50.0000,11.5000,0.0390,10.9000,700.0000,28.7000,3.5000,0.0000,30000.0000,74.0000,84.0000,,2016-135
CB‐LDO,0.5000,1000.0000,10.0000,20.0000,14.5000,0.3800,106.0000,702.0000,7.0000,,0.0000,60000.0000,91.6200,93.3700,0.9500,2014-2
CB‐LDO,0.5000,1000.0000,10.0000,40.0000,14.5000,0.3800,106.0000,702.0000,7.0000,,0.0000,60000.0000,91.9700,94.4100,0.9600,2014-2
CB‐LDO,0.5000,1000.0000,10.0000,60.0000,14.5000,0.3800,106.0000,702.0000,7.0000,,0.0000,60000.0000,93.0200,91.9700,0.9500,2014-2
CB‐LDO,0.5000,1000.0000,10.0000,80.0000,14.5000,0.3800,106.0000,702.0000,7.0000,,0.0000,60000.0000,90.9200,92.3200,0.9200,2014-2
CB‐LDO,0.5000,1000.0000,10.0000,100.0000,14.5000,0.3800,106.0000,702.0000,7.0000,,0.0000,60000.0000,88.4800,89.1800,0.9000,2014-2
CB‐LDO,0.5000,900.0000,10.0000,20.0000,14.5000,0.3800,106.0000,702.0000,7.0000,,0.0000,60000.0000,73.8100,84.6400,0.9000,2014-2
CB‐LDO,0.5000,900.0000,10.0000,40.0000,14.5000,0.3800,106.0000,702.0000,7.0000,,0.0000,60000.0000,75.9100,82.8900,0.8600,2014-2
CB‐LDO,0.5000,900.0000,10.0000,60.0000,14.5000,0.3800,106.0000,702.0000,7.0000,,0.0000,60000.0000,75.2100,82.5400,0.8600,2014-2
CB‐LDO,0.5000,900.0000,10.0000,80.0000,14.5000,0.3800,106.0000,702.0000,7.0000,,0.0000,60000.0000,72.7600,87.8100,0.8400,2014-2
CB‐LDO,0.5000,900.0000,10.0000,100.0000,14.5000,0.3800,106.0000,702.0000,7.0000,,0.0000,60000.0000,69.9700,78.3500,0.8000,2014-2
CB‐LDO,0.5000,800.0000,10.0000,20.0000,14.5000,0.3800,106.0000,702.0000,7.0000,,0.0000,60000.0000,56.0000,55.6200,0.7900,2014-2
Ni-Al Srf,0.4700,500.0000,5.0000,0.5000,9.6000,0.5800,223.5000,809.0000,18.2000,,0.0000,3600.0000,12.8000,16.4000,0.6900,2014-10
Ni-Al Pol,0.4700,500.0000,5.0000,0.5000,16.0000,0.7100,144.0000,756.0000,15.5000,6.7000,0.0000,3600.0000,27.5000,28.1000,0.9400,2014-10
Ni-Zr Srf,0.4700,500.0000,5.0000,0.5000,13.1000,0.1800,53.9000,365.0000,23.7000,,0.0000,3600.0000,10.3000,18.6000,0.5600,2014-10
Ni-Zr Pol,0.4700,500.0000,5.0000,0.5000,7.9000,0.0500,22.8000,445.0000,17.3000,6.1000,0.0000,3600.0000,23.9000,25.5000,0.9300,2014-10
Ni-Ce Srf,0.4700,500.0000,5.0000,0.5000,21.4000,0.3200,59.5000,231.0000,21.4000,,0.0000,3600.0000,13.4000,17.7000,0.7100,2014-10
Ni-Ce Pol,0.4700,500.0000,5.0000,0.5000,7.4000,0.0500,30.2000,449.0000,19.0000,5.8000,0.0000,3600.0000,15.5000,17.8000,0.9400,2014-10
Ni-Al Srf,0.4700,600.0000,5.0000,0.5000,9.6000,0.5800,223.5000,809.0000,18.2000,,0.0000,3600.0000,40.8000,44.2000,0.8700,2014-10
Ni-Al Pol,0.4700,600.0000,5.0000,0.5000,16.0000,0.7100,144.0000,756.0000,15.5000,,0.0000,3600.0000,65.7000,59.5000,1.1500,2014-10
Ni-Zr Srf,0.4700,600.0000,5.0000,0.5000,13.1000,0.1800,53.9000,365.0000,23.7000,,0.0000,3600.0000,24.7000,34.3000,0.5900,2014-10
Ni-Zr Pol,0.4700,600.0000,5.0000,0.5000,7.9000,0.0500,22.8000,445.0000,17.3000,,0.0000,3600.0000,69.4000,54.6000,1.2000,2014-10
Ni-Ce Srf,0.4700,600.0000,5.0000,0.5000,21.4000,0.3200,59.5000,231.0000,21.4000,,0.0000,3600.0000,47.6000,55.4000,0.7600,2014-10
Ni-Ce Pol,0.4700,600.0000,5.0000,0.5000,7.4000,0.0500,30.2000,449.0000,19.0000,,0.0000,3600.0000,51.5000,48.3000,1.0900,2014-10
Ni-Al Srf,0.4700,700.0000,5.0000,0.5000,9.6000,0.5800,223.5000,809.0000,18.2000,,0.0000,3600.0000,81.6000,84.8000,0.9100,2014-10
Ni-Al Pol,0.4700,700.0000,5.0000,0.5000,16.0000,0.7100,144.0000,756.0000,15.5000,,0.0000,3600.0000,84.7000,84.5000,0.9900,2014-10
Ni-Zr Srf,0.4700,700.0000,5.0000,0.5000,13.1000,0.1800,53.9000,365.0000,23.7000,,0.0000,3600.0000,58.9000,67.5000,0.8300,2014-10
Ni-Zr Pol,0.4700,700.0000,5.0000,0.5000,7.9000,0.0500,22.8000,445.0000,17.3000,,0.0000,3600.0000,87.1000,79.8000,1.0800,2014-10
Ni-Ce Srf,0.4700,700.0000,5.0000,0.5000,21.4000,0.3200,59.5000,231.0000,21.4000,,0.0000,3600.0000,78.6000,83.5000,0.8900,2014-10
Ni-Ce Pol,0.4700,700.0000,5.0000,0.5000,7.4000,0.0500,30.2000,449.0000,19.0000,,0.0000,3600.0000,83.4000,80.8000,1.0500,2014-10
Ni-Al Srf,0.4700,800.0000,5.0000,0.5000,9.6000,0.5800,223.5000,809.0000,18.2000,,0.0000,3600.0000,91.3000,93.7000,0.8900,2014-10
Ni-Al Pol,0.4700,800.0000,5.0000,0.5000,16.0000,0.7100,144.0000,756.0000,15.5000,,0.0000,3600.0000,95.9000,94.5000,0.9800,2014-10
Ni-Zr Srf,0.4700,800.0000,5.0000,0.5000,13.1000,0.1800,53.9000,365.0000,23.7000,,0.0000,3600.0000,85.4000,89.9000,0.9200,2014-10
Ni-Zr Pol,0.4700,800.0000,5.0000,0.5000,7.9000,0.0500,22.8000,445.0000,17.3000,,0.0000,3600.0000,96.6000,92.4000,0.9700,2014-10
Ni-Ce Srf,0.4700,800.0000,5.0000,0.5000,21.4000,0.3200,59.5000,231.0000,21.4000,,0.0000,3600.0000,89.8000,91.3000,0.9300,2014-10
Ni-Ce Pol,0.4700,800.0000,5.0000,0.5000,7.4000,0.0500,30.2000,449.0000,19.0000,,0.0000,3600.0000,92.7000,91.6000,1.0200,2014-10
5%Ni/Al2O3,0.5000,550.0000,5.0000,0.5000,8.7000,0.4700,173.0000,538.0000,7.0000,,0.0000,12000.0000,28.1800,31.9300,0.7100,2014-12
5%Ni–3%MgO/Al2O,0.5000,550.0000,5.0000,0.5000,8.4000,0.4200,155.0000,606.0000,7.0000,,1.3000,12000.0000,26.8200,42.1100,0.7400,2014-12
5%Ni–3%CaO/Al2O3,0.5000,550.0000,5.0000,0.5000,8.3000,0.4300,154.0000,500.0000,8.5000,,1.0000,12000.0000,23.8200,42.1100,0.7600,2014-12
5%Ni–3%BaO/Al2O3,0.5000,550.0000,5.0000,0.5000,8.3000,0.4600,169.0000,510.0000,11.0000,,0.9000,12000.0000,22.4600,41.8300,0.7700,2014-12
5%Ni/Al2O3,0.5000,600.0000,5.0000,0.5000,8.7000,0.4700,173.0000,538.0000,7.0000,,0.0000,12000.0000,42.1800,29.5400,0.7600,2014-12
5%Ni–3%MgO/Al2O,0.5000,600.0000,5.0000,0.5000,8.4000,0.4200,155.0000,606.0000,7.0000,,1.3000,12000.0000,42.3600,56.1500,0.8100,2014-12
5%Ni–3%CaO/Al2O3,0.5000,600.0000,5.0000,0.5000,8.3000,0.4300,154.0000,500.0000,8.5000,,1.0000,12000.0000,39.3600,56.1500,0.8000,2014-12
5%Ni–3%BaO/Al2O3,0.5000,600.0000,5.0000,0.5000,8.3000,0.4600,169.0000,510.0000,11.0000,,0.9000,12000.0000,34.7300,63.6100,0.8100,2014-12
5%Ni/Al2O3,0.5000,650.0000,5.0000,0.5000,8.7000,0.4700,173.0000,538.0000,7.0000,,0.0000,12000.0000,58.7300,69.6300,0.8500,2014-12
5%Ni–3%MgO/Al2O,0.5000,650.0000,5.0000,0.5000,8.4000,0.4200,155.0000,606.0000,7.0000,,1.3000,12000.0000,58.7300,78.9900,0.8800,2014-12
5%Ni–3%CaO/Al2O3,0.5000,650.0000,5.0000,0.5000,8.3000,0.4300,154.0000,500.0000,8.5000,,1.0000,12000.0000,56.0000,69.6300,0.8700,2014-12
5%Ni–3%BaO/Al2O3,0.5000,650.0000,5.0000,0.5000,8.3000,0.4600,169.0000,510.0000,11.0000,,0.9000,12000.0000,54.6400,69.9100,0.8700,2014-12
5%Ni/Al2O3,0.5000,700.0000,5.0000,0.5000,8.7000,0.4700,173.0000,538.0000,7.0000,,0.0000,12000.0000,75.9100,83.6700,0.9000,2014-12
5%Ni–3%MgO/Al2O,0.5000,700.0000,5.0000,0.5000,8.4000,0.4200,155.0000,606.0000,7.0000,,1.3000,12000.0000,76.0000,90.2800,0.9200,2014-12
5%Ni–3%CaO/Al2O3,0.5000,700.0000,5.0000,0.5000,8.3000,0.4300,154.0000,500.0000,8.5000,,1.0000,12000.0000,66.3600,83.1200,0.9400,2014-12
